document_id,title,text,source,crop,country,origin,source_url,license
223,Impact of Site-Specific Nutrient Management Recommendations on Maize Production,"In Sub-Saharan Africa, agricultural extension has struggled to enhance technology adoption and productivity growth among farmers. A study conducted in northern Nigeria focused on the effectiveness of site-specific nutrient management recommendations for maize production. The research involved a randomized controlled trial with smallholder farmers, analyzing the impact of two extension treatments: recommendations with and without additional information on output price variability and expected returns. The findings revealed that site-specific recommendations improved fertilizer management practices and maize yields, although they did not significantly increase overall fertilizer use. Notably, recommendations that included information on expected returns led to greater fertilizer investments that continued beyond the initial year. However, the overall increases in investments and net revenues were modest, indicating that while targeted advice can enhance practices, the effects on productivity and investment levels remain incremental over the treatment period.",CGIAR,Maize,Zambia,llm_grounded,https://hdl.handle.net/10568/114227,CC-BY-4.0
224,Fertiliser recommendation for Pearl millet,"Fertiliser programme for pearl millet (Pennisetum glaucum). Use modest basal phosphorus with a light nitrogen top-dress; on poor sandy Sahelian soils, micro-dosing a small pinch of fertiliser per planting hole is far more efficient than broadcasting.",ICRISAT,Pearl millet,Niger,synthetic,,synthetic (CC0)
225,Fertiliser recommendation for Pearl millet (Guinea savanna),"Fertiliser programme for pearl millet in the Guinea savanna, with one long rainy season and moderately fertile soils. Use modest basal phosphorus with a light nitrogen top-dress; on poor sandy Sahelian soils, micro-dosing a small pinch of fertiliser per planting hole is far more efficient than broadcasting. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Pearl millet,Mali,synthetic,,synthetic (CC0)
226,Fertiliser recommendation for Pearl millet (Sahel),"Fertiliser programme for pearl millet in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly. Use modest basal phosphorus with a light nitrogen top-dress; on poor sandy Sahelian soils, micro-dosing a small pinch of fertiliser per planting hole is far more efficient than broadcasting. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",IITA,Pearl millet,Senegal,synthetic,,synthetic (CC0)
227,Fertiliser recommendation for Plantain,Fertiliser programme for plantain (Musa paradisiaca). Plantain is a heavy potassium and nitrogen feeder; apply split doses of a high-K NPK around the mat through the season and mulch heavily with organic residues to recycle potassium.,ICRISAT,Plantain,Ghana,synthetic,,synthetic (CC0)
228,Fertiliser recommendation for Plantain (Highlands),"Fertiliser programme for plantain in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases. Plantain is a heavy potassium and nitrogen feeder; apply split doses of a high-K NPK around the mat through the season and mulch heavily with organic residues to recycle potassium. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",CGIAR,Plantain,Ghana,synthetic,,synthetic (CC0)
229,Fertiliser recommendation for Plantain (Humid forest),"Fertiliser programme for plantain in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Plantain is a heavy potassium and nitrogen feeder; apply split doses of a high-K NPK around the mat through the season and mulch heavily with organic residues to recycle potassium. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",AGRA,Plantain,Uganda,synthetic,,synthetic (CC0)
230,Fertiliser recommendation for Rice,"Fertiliser programme for rice (Oryza sativa). Apply phosphorus and potassium basally and split nitrogen into three: at transplanting/establishment, active tillering, and panicle initiation. Avoid blanket high nitrogen, which worsens blast and blight; aim for balanced ~100-120 kg N/ha by leaf-colour chart.",CGIAR,Rice,Tanzania,synthetic,,synthetic (CC0)
231,Fertiliser recommendation for Rice (Guinea savanna),"Fertiliser programme for rice in the Guinea savanna, with one long rainy season and moderately fertile soils. Apply phosphorus and potassium basally and split nitrogen into three: at transplanting/establishment, active tillering, and panicle initiation. Avoid blanket high nitrogen, which worsens blast and blight; aim for balanced ~100-120 kg N/ha by leaf-colour chart. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Rice,Madagascar,synthetic,,synthetic (CC0)
232,Fertiliser recommendation for Rice (Humid forest),"Fertiliser programme for rice in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Apply phosphorus and potassium basally and split nitrogen into three: at transplanting/establishment, active tillering, and panicle initiation. Avoid blanket high nitrogen, which worsens blast and blight; aim for balanced ~100-120 kg N/ha by leaf-colour chart. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Rice,Mali,synthetic,,synthetic (CC0)
233,Fertiliser recommendation for Rice (Irrigated lowland),"Fertiliser programme for rice in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk. Apply phosphorus and potassium basally and split nitrogen into three: at transplanting/establishment, active tillering, and panicle initiation. Avoid blanket high nitrogen, which worsens blast and blight; aim for balanced ~100-120 kg N/ha by leaf-colour chart. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",AGRA,Rice,Madagascar,synthetic,,synthetic (CC0)
234,Fertiliser recommendation for Sorghum,"Fertiliser programme for sorghum (Sorghum bicolor). Apply moderate basal NPK at planting and top-dress nitrogen at 4-5 weeks; sorghum needs less nitrogen than maize, so avoid over-application on dry-land fields.",National Extension Service,Sorghum,Nigeria,synthetic,,synthetic (CC0)
235,Fertiliser recommendation for Sorghum (Guinea savanna),"Fertiliser programme for sorghum in the Guinea savanna, with one long rainy season and moderately fertile soils. Apply moderate basal NPK at planting and top-dress nitrogen at 4-5 weeks; sorghum needs less nitrogen than maize, so avoid over-application on dry-land fields. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
236,Fertiliser recommendation for Sorghum (Sahel),"Fertiliser programme for sorghum in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly. Apply moderate basal NPK at planting and top-dress nitrogen at 4-5 weeks; sorghum needs less nitrogen than maize, so avoid over-application on dry-land fields. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",IITA,Sorghum,Nigeria,synthetic,,synthetic (CC0)
237,Fertiliser recommendation for Tomato,"Fertiliser programme for tomato (Solanum lycopersicum). Feed in splits: phosphorus-rich basal at transplanting, then balanced NPK with extra potassium and calcium through flowering and fruiting to prevent blossom-end rot; fertigate where possible.",National Extension Service,Tomato,Nigeria,synthetic,,synthetic (CC0)
238,Fertiliser recommendation for Tomato (Guinea savanna),"Fertiliser programme for tomato in the Guinea savanna, with one long rainy season and moderately fertile soils. Feed in splits: phosphorus-rich basal at transplanting, then balanced NPK with extra potassium and calcium through flowering and fruiting to prevent blossom-end rot; fertigate where possible. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",IITA,Tomato,Egypt,synthetic,,synthetic (CC0)
239,Fertiliser recommendation for Tomato (Highlands),"Fertiliser programme for tomato in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases. Feed in splits: phosphorus-rich basal at transplanting, then balanced NPK with extra potassium and calcium through flowering and fruiting to prevent blossom-end rot; fertigate where possible. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",AGRA,Tomato,Nigeria,synthetic,,synthetic (CC0)
240,Fertiliser recommendation for Tomato (Irrigated lowland),"Fertiliser programme for tomato in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk. Feed in splits: phosphorus-rich basal at transplanting, then balanced NPK with extra potassium and calcium through flowering and fruiting to prevent blossom-end rot; fertigate where possible. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",Plantwise,Tomato,Ghana,synthetic,,synthetic (CC0)
